gender,invoice_id,branch,city,customer_type,product_line,unit_price,quantity,tax_5%,calculated_tax
Male,888-02-0338,A,Yangon,Normal,Electronic accessories,26.23,9,11.8035,11.8035
Male,142-63-6033,B,Mandalay,Normal,Home and lifestyle,92.36,5,23.09,23.090000000000003
Male,656-16-1063,B,Mandalay,Normal,Sports and travel,46.42,3,6.963,6.963
Male,802-43-8934,A,Yangon,Normal,Home and lifestyle,18.28,1,914.0,0.9140000000000001
Male,549-03-9315,B,Mandalay,Normal,Fashion accessories,94.87,8,37.948,37.948
Male,239-36-3640,B,Mandalay,Normal,Electronic accessories,45.35,6,13.605,13.605000000000002
Male,468-01-2051,B,Mandalay,Normal,Food and beverages,62.08,7,21.728,21.728
Male,389-25-3394,C,Naypyitaw,Normal,Electronic accessories,11.81,5,2.9525,2.9525000000000006
Male,213-72-6612,A,Yangon,Normal,Food and beverages,43.25,2,4.325,4.325
Male,836-82-5858,B,Mandalay,Member,Health and beauty,69.37,9,312.165,31.216500000000003
Male,583-72-1480,C,Naypyitaw,Member,Electronic accessories,37.06,4,7.412,7.412000000000001
Male,269-04-5750,B,Mandalay,Member,Fashion accessories,73.82,4,14.764,14.764
Male,157-13-5295,A,Yangon,Member,Health and beauty,51.94,10,25.97,25.97
Male,211-30-9270,C,Naypyitaw,Normal,Health and beauty,17.41,5,4.3525,4.3525
Male,478-06-7835,A,Yangon,Normal,Fashion accessories,89.69,1,4.4845,4.4845
Male,540-11-4336,A,Yangon,Normal,Food and beverages,24.94,9,11.223,11.223
Male,448-81-5016,A,Yangon,Normal,Health and beauty,59.77,2,5.977,5.977
Male,142-72-4741,C,Naypyitaw,Member,Fashion accessories,93.2,2,9.32,9.32
Male,217-58-1179,A,Yangon,Member,Home and lifestyle,62.65,4,12.53,12.530000000000001
Male,376-02-8238,B,Mandalay,Normal,Home and lifestyle,93.87,8,37.548,37.548
Male,530-90-9855,A,Yangon,Member,Home and lifestyle,47.59,8,19.036,19.036
Male,604-70-6476,A,Yangon,Member,Fashion accessories,17.94,5,4.485,4.485
Male,799-71-1548,A,Yangon,Member,Electronic accessories,77.72,4,15.544,15.544
Male,785-13-7708,B,Mandalay,Normal,Food and beverages,73.06,7,25.571,25.571
Male,845-51-0542,B,Mandalay,Member,Food and beverages,46.55,9,209.475,20.9475
Male,662-47-5456,C,Naypyitaw,Member,Fashion accessories,35.19,10,17.595,17.595
Male,290-68-2984,A,Yangon,Normal,Home and lifestyle,23.75,4,4.75,4.75
Male,704-11-6354,A,Yangon,Member,Home and lifestyle,58.9,8,23.56,23.560000000000002
Male,110-48-7033,B,Mandalay,Member,Fashion accessories,32.62,4,6.524,6.524
Male,366-93-0948,A,Yangon,Member,Electronic accessories,66.35,1,3.3175,3.3175
Male,729-09-9681,A,Yangon,Member,Home and lifestyle,25.91,6,7.773,7.773000000000001
Male,151-16-1484,A,Yangon,Member,Electronic accessories,32.25,4,6.45,6.45
Male,380-94-4661,C,Naypyitaw,Member,Electronic accessories,65.94,4,13.188,13.188
Male,154-74-7179,B,Mandalay,Normal,Sports and travel,54.45,1,2.7225,2.7225
Male,808-65-0703,C,Naypyitaw,Normal,Home and lifestyle,35.47,4,7.094,7.094
Male,144-51-6085,A,Yangon,Member,Home and lifestyle,70.74,4,14.148,14.148
Male,566-19-5475,B,Mandalay,Normal,Fashion accessories,47.97,7,167.895,16.7895
Male,537-72-0426,C,Naypyitaw,Member,Fashion accessories,70.99,10,35.495,35.495
Male,828-61-5674,A,Yangon,Member,Sports and travel,44.02,10,22.01,22.010000000000005
Male,523-38-0215,C,Naypyitaw,Normal,Home and lifestyle,37.0,1,1.85,1.85
Male,667-92-0055,A,Yangon,Member,Health and beauty,99.83,6,29.949,29.949
Male,498-41-1961,B,Mandalay,Normal,Health and beauty,66.68,5,16.67,16.67
Male,593-95-4461,C,Naypyitaw,Member,Home and lifestyle,74.86,1,3.743,3.7430000000000003
Male,139-20-0155,B,Mandalay,Member,Electronic accessories,40.3,10,20.15,20.150000000000002
Male,558-80-4082,C,Naypyitaw,Normal,Electronic accessories,27.85,7,9.7475,9.747500000000002
Male,585-03-5943,B,Mandalay,Normal,Health and beauty,18.11,10,9.055,9.055
Male,727-75-6477,C,Naypyitaw,Normal,Electronic accessories,28.84,4,5.768,5.768000000000001
Male,744-02-5987,A,Yangon,Member,Home and lifestyle,78.38,6,23.514,23.514
Male,307-83-9164,A,Yangon,Member,Home and lifestyle,60.01,4,12.002,12.002
Male,446-47-6729,C,Naypyitaw,Normal,Fashion accessories,99.82,2,9.982,9.982
Male,573-10-3877,B,Mandalay,Member,Health and beauty,39.01,1,1.9505,1.9505
Male,735-06-4124,C,Naypyitaw,Normal,Food and beverages,48.61,1,2.4305,2.4305000000000003
Male,411-77-0180,A,Yangon,Member,Electronic accessories,72.2,7,25.27,25.270000000000003
Male,532-59-7201,B,Mandalay,Member,Sports and travel,79.93,6,23.979,23.979000000000003
Male,181-94-6432,C,Naypyitaw,Member,Fashion accessories,69.33,2,6.933,6.933
Male,174-36-3675,C,Naypyitaw,Member,Food and beverages,99.37,2,9.937,9.937000000000001
Male,603-07-0961,C,Naypyitaw,Member,Electronic accessories,74.79,5,186.975,18.6975
Male,787-15-1757,C,Naypyitaw,Member,Health and beauty,44.07,4,8.814,8.814
Male,372-94-8041,A,Yangon,Normal,Health and beauty,15.26,6,4.578,4.578
Male,746-54-5508,A,Yangon,Normal,Home and lifestyle,21.52,6,6.456,6.456
Male,276-54-0879,B,Mandalay,Normal,Sports and travel,97.74,4,19.548,19.548000000000002
Male,815-11-1168,A,Yangon,Member,Food and beverages,99.78,5,24.945,24.945
Male,719-76-3868,C,Naypyitaw,Member,Food and beverages,94.26,4,18.852,18.852
Male,730-61-8757,B,Mandalay,Member,Health and beauty,51.13,4,10.226,10.226
Male,340-66-0321,A,Yangon,Member,Electronic accessories,36.36,4,7.272,7.272
Male,868-81-1752,B,Mandalay,Normal,Home and lifestyle,22.02,9,9.909,9.909
Male,634-97-8956,A,Yangon,Normal,Food and beverages,32.9,3,4.935,4.935
Male,566-71-1091,A,Yangon,Normal,Fashion accessories,77.02,5,19.255,19.255
Male,442-48-3607,A,Yangon,Member,Food and beverages,23.48,2,2.348,2.3480000000000003
Male,835-16-0096,C,Naypyitaw,Member,Sports and travel,14.7,5,3.675,3.6750000000000003
Male,898-04-2717,A,Yangon,Normal,Fashion accessories,76.4,9,34.38,34.38
Male,378-07-7001,B,Mandalay,Member,Electronic accessories,48.09,3,7.2135,7.213500000000001
Male,150-89-8043,A,Yangon,Normal,Sports and travel,44.65,3,6.6975,6.6975
Male,441-94-7118,A,Yangon,Member,Electronic accessories,71.95,1,3.5975,3.5975
Male,531-80-1784,A,Yangon,Normal,Electronic accessories,26.02,7,9.107,9.107
Male,834-61-8124,A,Yangon,Normal,Electronic accessories,51.69,7,180.915,18.0915
Male,565-67-6697,B,Mandalay,Member,Home and lifestyle,27.0,9,12.15,12.15
Male,453-63-6187,B,Mandalay,Normal,Electronic accessories,27.5,3,4.125,4.125
Male,578-80-7669,B,Mandalay,Normal,Sports and travel,74.97,1,3.7485,3.7485
Male,612-36-5536,A,Yangon,Member,Food and beverages,80.96,8,32.384,32.384
Male,471-41-2823,C,Naypyitaw,Normal,Food and beverages,99.79,2,9.979,9.979000000000001
Male,462-67-9126,A,Yangon,Normal,Home and lifestyle,73.22,6,21.966,21.966
Male,468-88-0009,A,Yangon,Member,Home and lifestyle,65.94,4,13.188,13.188
Male,254-31-0042,A,Yangon,Member,Electronic accessories,21.5,9,9.675,9.675
Male,382-25-8917,C,Naypyitaw,Normal,Fashion accessories,42.08,6,12.624,12.624
Male,743-88-1662,C,Naypyitaw,Normal,Sports and travel,95.49,7,334.215,33.4215
Male,595-86-2894,C,Naypyitaw,Member,Fashion accessories,96.98,4,19.396,19.396
Male,289-15-7034,A,Yangon,Member,Sports and travel,82.33,4,16.466,16.466
Male,525-88-7307,B,Mandalay,Member,Sports and travel,75.82,1,3.791,3.791
Male,689-16-9784,C,Naypyitaw,Normal,Food and beverages,46.77,6,14.031,14.031
Male,596-42-3999,B,Mandalay,Normal,Food and beverages,18.22,7,6.377,6.377
Male,563-36-9814,A,Yangon,Member,Electronic accessories,76.82,1,3.841,3.8409999999999997
Male,760-54-1821,B,Mandalay,Normal,Home and lifestyle,13.59,9,6.1155,6.115500000000001
Male,346-12-3257,B,Mandalay,Member,Electronic accessories,19.24,9,8.658,8.658
Male,651-61-0874,C,Naypyitaw,Normal,Home and lifestyle,46.22,4,9.244,9.244
Male,236-86-3015,C,Naypyitaw,Member,Home and lifestyle,13.98,1,699.0,0.6990000000000001
Male,882-40-4577,A,Yangon,Member,Sports and travel,67.26,4,13.452,13.452000000000002
Male,732-67-5346,A,Yangon,Normal,Food and beverages,13.79,5,3.4475,3.4475
Male,569-71-4390,B,Mandalay,Normal,Sports and travel,21.87,2,2.187,2.1870000000000003
Male,132-23-6451,A,Yangon,Member,Health and beauty,20.97,5,5.2425,5.2425
Male,696-90-2548,A,Yangon,Normal,Sports and travel,25.84,3,3.876,3.876
Male,472-15-9636,A,Yangon,Normal,Home and lifestyle,50.93,8,20.372,20.372
Male,268-03-6164,B,Mandalay,Normal,Health and beauty,96.11,1,4.8055,4.8055
Male,301-81-8610,B,Mandalay,Member,Fashion accessories,25.42,8,10.168,10.168000000000001
Male,489-64-4354,C,Naypyitaw,Normal,Fashion accessories,16.28,1,814.0,0.8140000000000001
Male,198-84-7132,B,Mandalay,Member,Fashion accessories,40.61,9,182.745,18.2745
Male,269-10-8440,A,Yangon,Member,Health and beauty,53.17,7,186.095,18.6095
Male,741-73-3559,B,Mandalay,Normal,Sports and travel,67.27,5,168.175,16.8175
Male,286-75-7818,B,Mandalay,Normal,Fashion accessories,69.08,2,6.908,6.908
Male,574-57-9721,C,Naypyitaw,Normal,Food and beverages,43.27,2,4.327,4.327000000000001
Male,616-87-0016,B,Mandalay,Normal,Fashion accessories,95.54,7,33.439,33.43900000000001
Male,751-69-0068,C,Naypyitaw,Normal,Sports and travel,99.24,9,44.658,44.658
Male,257-73-1380,C,Naypyitaw,Member,Sports and travel,82.93,4,16.586,16.586000000000002
Male,345-08-4992,A,Yangon,Normal,Home and lifestyle,33.99,6,10.197,10.197000000000001
Male,549-96-4200,C,Naypyitaw,Member,Food and beverages,17.04,4,3.408,3.408
Male,450-28-2866,C,Naypyitaw,Member,Food and beverages,17.44,5,4.36,4.36
Male,192-98-7397,C,Naypyitaw,Normal,Fashion accessories,12.78,1,639.0,0.639
Male,235-46-8343,C,Naypyitaw,Member,Food and beverages,27.66,10,13.83,13.830000000000002
Male,453-12-7053,C,Naypyitaw,Normal,Fashion accessories,45.74,3,6.861,6.861000000000001
Male,744-09-5786,B,Mandalay,Normal,Electronic accessories,22.01,6,6.603,6.603000000000001
Male,568-88-3448,A,Yangon,Normal,Health and beauty,25.0,1,1.25,1.25
Male,187-83-5490,A,Yangon,Member,Electronic accessories,20.77,4,4.154,4.154
Male,533-33-5337,B,Mandalay,Normal,Electronic accessories,79.39,10,39.695,39.695
Male,729-46-7422,C,Naypyitaw,Normal,Food and beverages,35.89,1,1.7945,1.7945000000000002
Male,639-76-1242,C,Naypyitaw,Normal,Food and beverages,40.52,5,10.13,10.130000000000003
Male,470-32-9057,A,Yangon,Member,Food and beverages,51.34,5,12.835,12.835000000000003
Male,554-53-3790,B,Mandalay,Normal,Sports and travel,37.02,6,11.106,11.106000000000002
Male,746-19-0921,C,Naypyitaw,Normal,Food and beverages,21.58,1,1.079,1.079
Male,405-31-3305,A,Yangon,Member,Fashion accessories,43.13,10,21.565,21.565
Male,731-59-7531,B,Mandalay,Member,Health and beauty,72.57,8,29.028,29.028
Male,502-05-1910,A,Yangon,Normal,Health and beauty,65.18,3,9.777,9.777000000000001
Male,598-47-9715,C,Naypyitaw,Normal,Electronic accessories,84.07,4,16.814,16.814
Male,701-69-8742,B,Mandalay,Normal,Sports and travel,34.37,10,17.185,17.185
Male,575-67-1508,A,Yangon,Normal,Electronic accessories,38.6,1,1.93,1.9300000000000002
Male,541-08-3113,C,Naypyitaw,Normal,Food and beverages,65.97,8,26.388,26.388
Male,674-15-9296,A,Yangon,Normal,Sports and travel,37.14,5,9.285,9.285
Male,305-18-3552,B,Mandalay,Member,Home and lifestyle,60.38,10,30.19,30.190000000000005
Male,795-49-7276,A,Yangon,Normal,Fashion accessories,37.15,4,7.43,7.43
Male,556-72-8512,C,Naypyitaw,Normal,Home and lifestyle,22.96,1,1.148,1.1480000000000001
Male,437-53-3084,B,Mandalay,Normal,Fashion accessories,99.89,2,9.989,9.989
Male,632-32-4574,B,Mandalay,Normal,Sports and travel,75.92,8,30.368,30.368000000000002
Male,277-63-2961,B,Mandalay,Member,Sports and travel,73.97,1,3.6985,3.6985
Male,620-02-2046,C,Naypyitaw,Normal,Home and lifestyle,69.4,2,6.94,6.940000000000001
Male,511-54-3087,B,Mandalay,Normal,Sports and travel,88.45,1,4.4225,4.4225
Male,726-29-6793,A,Yangon,Member,Electronic accessories,24.18,8,9.672,9.672
Male,291-21-5991,B,Mandalay,Member,Health and beauty,61.29,5,153.225,15.3225
Male,189-52-0236,A,Yangon,Normal,Electronic accessories,99.55,7,348.425,34.8425
Male,503-07-0930,C,Naypyitaw,Member,Sports and travel,58.39,7,204.365,20.436500000000002
Male,425-85-2085,B,Mandalay,Member,Health and beauty,54.86,5,13.715,13.715000000000002
Male,521-18-7827,C,Naypyitaw,Member,Home and lifestyle,39.39,5,9.8475,9.8475
Male,220-28-1851,A,Yangon,Normal,Home and lifestyle,34.73,2,3.473,3.473
Male,600-38-9738,C,Naypyitaw,Member,Sports and travel,71.92,5,17.98,17.98
Male,133-14-7229,C,Naypyitaw,Normal,Health and beauty,62.87,2,6.287,6.287
Male,534-01-4457,A,Yangon,Normal,Food and beverages,81.71,6,24.513,24.513
Male,286-62-6248,B,Mandalay,Normal,Fashion accessories,39.21,4,7.842,7.8420000000000005
Male,339-38-9982,B,Mandalay,Member,Fashion accessories,59.86,2,5.986,5.986000000000001
Male,827-77-7633,A,Yangon,Normal,Sports and travel,98.09,9,441.405,44.1405
Male,287-83-1405,A,Yangon,Normal,Health and beauty,25.43,6,7.629,7.629
Male,435-13-4908,A,Yangon,Member,Fashion accessories,86.68,8,34.672,34.672000000000004
Male,857-67-9057,B,Mandalay,Normal,Electronic accessories,22.95,10,11.475,11.475000000000001
Male,583-41-4548,C,Naypyitaw,Normal,Home and lifestyle,16.67,7,5.8345,5.834500000000001
Male,643-38-7867,A,Yangon,Normal,Home and lifestyle,97.94,1,4.897,4.897
Male,460-35-4390,A,Yangon,Normal,Home and lifestyle,30.68,3,4.602,4.601999999999999
Male,343-87-0864,C,Naypyitaw,Member,Health and beauty,75.88,1,3.794,3.794
Male,243-47-2663,C,Naypyitaw,Member,Electronic accessories,18.77,6,5.631,5.631
Male,701-23-5550,B,Mandalay,Member,Home and lifestyle,38.81,4,7.762,7.7620000000000005
Male,541-48-8554,A,Yangon,Normal,Sports and travel,60.95,9,274.275,27.427500000000006
Male,747-58-7183,B,Mandalay,Normal,Fashion accessories,57.27,3,8.5905,8.5905
Male,399-69-4630,C,Naypyitaw,Normal,Electronic accessories,22.21,6,6.663,6.663
Male,134-75-2619,A,Yangon,Member,Electronic accessories,19.32,7,6.762,6.7620000000000005
Male,356-44-8813,B,Mandalay,Normal,Home and lifestyle,37.48,3,5.622,5.622
Male,712-39-0363,A,Yangon,Member,Food and beverages,41.66,6,12.498,12.498
Male,174-75-0888,B,Mandalay,Normal,Electronic accessories,21.58,9,9.711,9.710999999999999
Male,866-99-7614,C,Naypyitaw,Normal,Food and beverages,89.2,10,44.6,44.6
Male,760-90-2357,A,Yangon,Member,Electronic accessories,74.51,6,22.353,22.353000000000005
Male,514-37-2845,B,Mandalay,Normal,Fashion accessories,99.25,2,9.925,9.925
Male,343-61-3544,B,Mandalay,Member,Sports and travel,26.67,10,13.335,13.335000000000003
Male,239-48-4278,A,Yangon,Member,Food and beverages,10.13,7,3.5455,3.5455000000000005
Male,355-34-6244,B,Mandalay,Normal,Food and beverages,72.39,2,7.239,7.239000000000001
Male,550-84-8664,A,Yangon,Normal,Sports and travel,85.91,5,214.775,21.4775
Male,339-96-8318,B,Mandalay,Member,Fashion accessories,81.31,7,284.585,28.458500000000004
Male,458-61-0011,B,Mandalay,Normal,Food and beverages,60.3,4,12.06,12.06
Male,592-34-6155,C,Naypyitaw,Normal,Food and beverages,31.77,4,6.354,6.354
Male,207-73-1363,B,Mandalay,Normal,Health and beauty,69.51,2,6.951,6.9510000000000005
Male,390-31-6381,C,Naypyitaw,Normal,Food and beverages,27.22,3,4.083,4.083
Male,375-72-3056,B,Mandalay,Normal,Sports and travel,63.06,3,9.459,9.459000000000001
Male,127-47-6963,A,Yangon,Normal,Health and beauty,51.71,4,10.342,10.342
Male,379-17-6588,C,Naypyitaw,Normal,Fashion accessories,59.61,10,29.805,29.805000000000003
Male,227-50-3718,A,Yangon,Normal,Health and beauty,14.62,5,3.655,3.655
Male,302-15-2162,C,Naypyitaw,Member,Health and beauty,46.53,6,13.959,13.959000000000001
Male,585-11-6748,B,Mandalay,Member,Sports and travel,96.8,3,14.52,14.52
Male,470-31-3286,B,Mandalay,Normal,Health and beauty,14.82,3,2.223,2.2230000000000003
Male,152-68-2907,A,Yangon,Normal,Food and beverages,52.2,3,7.83,7.830000000000002
Male,219-61-4139,C,Naypyitaw,Normal,Electronic accessories,83.08,1,4.154,4.154
Male,373-09-4567,C,Naypyitaw,Normal,Food and beverages,77.56,10,38.78,38.78
Male,830-58-2383,B,Mandalay,Normal,Home and lifestyle,31.75,4,6.35,6.3500000000000005
Male,318-12-0304,A,Yangon,Normal,Fashion accessories,30.61,1,1.5305,1.5305
Male,349-97-8902,B,Mandalay,Member,Food and beverages,57.89,2,5.789,5.789000000000001
Male,789-23-8625,B,Mandalay,Member,Fashion accessories,93.22,3,13.983,13.982999999999999
Male,284-54-4231,C,Naypyitaw,Member,Sports and travel,80.93,1,4.0465,4.046500000000001
Male,443-59-0061,A,Yangon,Member,Food and beverages,67.45,10,33.725,33.725
Male,327-40-9673,B,Mandalay,Member,Sports and travel,72.6,6,21.78,21.78
Male,840-19-2096,C,Naypyitaw,Member,Electronic accessories,87.91,5,219.775,21.9775
Male,828-46-6863,A,Yangon,Member,Food and beverages,98.53,6,29.559,29.559000000000005
Male,598-06-7312,B,Mandalay,Member,Fashion accessories,91.35,1,4.5675,4.5675
Male,816-57-2053,A,Yangon,Normal,Sports and travel,60.87,2,6.087,6.087
Male,628-90-8624,B,Mandalay,Member,Health and beauty,82.58,10,41.29,41.29
Male,856-66-2701,A,Yangon,Member,Home and lifestyle,53.3,3,7.995,7.994999999999999
Male,149-61-1929,A,Yangon,Normal,Sports and travel,64.19,10,32.095,32.095
Male,655-07-2265,A,Yangon,Normal,Electronic accessories,78.31,3,11.7465,11.746500000000001
Male,589-02-8023,A,Yangon,Member,Food and beverages,83.77,2,8.377,8.377
Male,420-04-7590,B,Mandalay,Normal,Home and lifestyle,99.7,3,14.955,14.955000000000002
Male,182-88-2763,B,Mandalay,Member,Food and beverages,79.91,3,11.9865,11.9865
Male,188-55-0967,B,Mandalay,Member,Health and beauty,66.47,10,33.235,33.23500000000001
Male,610-46-4100,A,Yangon,Normal,Health and beauty,28.95,7,10.1325,10.1325
Male,665-63-9737,B,Mandalay,Normal,Fashion accessories,52.42,3,7.863,7.8629999999999995
Male,794-32-2436,B,Mandalay,Member,Electronic accessories,55.67,2,5.567,5.567
Male,273-84-2164,C,Naypyitaw,Member,Electronic accessories,12.05,5,3.0125,3.0125
Male,706-36-6154,A,Yangon,Member,Home and lifestyle,19.36,9,8.712,8.712000000000002
Male,778-89-7974,C,Naypyitaw,Normal,Health and beauty,70.21,6,21.063,21.063000000000002
Male,574-31-8277,B,Mandalay,Member,Fashion accessories,33.63,1,1.6815,1.6815000000000002
Male,740-11-5257,C,Naypyitaw,Normal,Electronic accessories,24.74,10,12.37,12.37
Male,369-82-2676,B,Mandalay,Normal,Electronic accessories,75.66,5,18.915,18.915
Male,742-04-5161,A,Yangon,Member,Home and lifestyle,72.78,10,36.39,36.39
Male,149-15-7606,B,Mandalay,Member,Sports and travel,37.32,9,16.794,16.794
Male,133-77-3154,B,Mandalay,Member,Fashion accessories,60.18,4,12.036,12.036000000000001
Male,491-38-3499,A,Yangon,Member,Fashion accessories,55.45,1,2.7725,2.7725000000000004
Male,842-29-4695,C,Naypyitaw,Member,Sports and travel,17.14,7,5.999,5.9990000000000006
Male,779-42-2410,B,Mandalay,Member,Food and beverages,57.74,3,8.661,8.661
Male,588-47-8641,A,Yangon,Member,Fashion accessories,56.04,10,28.02,28.02
Male,642-61-4706,B,Mandalay,Member,Food and beverages,93.4,2,9.34,9.340000000000002
Male,556-41-6224,C,Naypyitaw,Normal,Health and beauty,33.64,8,13.456,13.456000000000001
Male,242-11-3142,B,Mandalay,Member,Fashion accessories,83.77,2,8.377,8.377
Male,648-94-3045,C,Naypyitaw,Normal,Health and beauty,58.95,10,29.475,29.475
Male,130-67-4723,A,Yangon,Member,Food and beverages,48.5,6,14.55,14.55
Male,105-10-6182,A,Yangon,Member,Fashion accessories,21.48,2,2.148,2.148
Male,648-83-1321,A,Yangon,Member,Home and lifestyle,63.56,10,31.78,31.78
Male,173-57-2300,C,Naypyitaw,Member,Sports and travel,72.88,2,7.288,7.288
Male,266-20-6657,C,Naypyitaw,Member,Food and beverages,55.04,7,19.264,19.264
Male,689-05-1884,A,Yangon,Member,Health and beauty,48.63,10,24.315,24.315
Male,826-58-8051,B,Mandalay,Normal,Home and lifestyle,62.19,4,12.438,12.438
Male,868-06-0466,A,Yangon,Member,Electronic accessories,69.58,9,31.311,31.311000000000003
Male,751-41-9720,C,Naypyitaw,Normal,Home and lifestyle,97.5,10,48.75,48.75
Male,176-64-7711,B,Mandalay,Normal,Food and beverages,32.32,3,4.848,4.848000000000001
Male,729-06-2010,B,Mandalay,Member,Health and beauty,80.47,9,362.115,36.2115
Male,186-79-9562,B,Mandalay,Normal,Health and beauty,71.77,7,251.195,25.119500000000002
Male,162-65-8559,C,Naypyitaw,Member,Food and beverages,68.98,1,3.449,3.4490000000000003
Male,760-27-5490,C,Naypyitaw,Normal,Fashion accessories,15.62,8,6.248,6.248
Male,445-30-9252,A,Yangon,Normal,Sports and travel,25.7,3,3.855,3.855
Male,786-94-2700,A,Yangon,Member,Food and beverages,80.62,6,24.186,24.186000000000003
Male,735-32-9839,C,Naypyitaw,Member,Fashion accessories,98.7,8,39.48,39.480000000000004
Male,482-17-1179,A,Yangon,Member,Electronic accessories,11.94,3,1.791,1.7910000000000001
Male,788-21-5741,A,Yangon,Normal,Fashion accessories,45.38,3,6.807,6.807000000000001
Male,776-68-1096,B,Mandalay,Normal,Home and lifestyle,44.12,3,6.618,6.617999999999999
Male,434-35-9162,B,Mandalay,Member,Food and beverages,23.34,4,4.668,4.668
Male,442-44-6497,C,Naypyitaw,Member,Home and lifestyle,55.57,3,8.3355,8.335500000000001
Male,174-64-0215,B,Mandalay,Normal,Sports and travel,69.74,10,34.87,34.87
Male,210-74-9613,C,Naypyitaw,Normal,Fashion accessories,97.26,4,19.452,19.452
Male,635-28-5728,A,Yangon,Normal,Health and beauty,56.0,3,8.4,8.4
Male,756-49-0168,A,Yangon,Member,Fashion accessories,19.7,1,985.0,0.985
Male,438-23-1242,B,Mandalay,Normal,Electronic accessories,75.88,7,26.558,26.558
Male,238-45-6950,B,Mandalay,Member,Food and beverages,53.72,1,2.686,2.686
Male,607-65-2441,C,Naypyitaw,Member,Health and beauty,81.95,10,40.975,40.975
Male,137-63-5492,C,Naypyitaw,Normal,Electronic accessories,58.76,10,29.38,29.380000000000003
Male,197-77-7132,B,Mandalay,Member,Electronic accessories,91.56,8,36.624,36.624
Male,805-86-0265,A,Yangon,Normal,Home and lifestyle,93.96,9,42.282,42.282000000000004
Male,733-29-1227,C,Naypyitaw,Normal,Home and lifestyle,55.61,7,194.635,19.4635
Male,451-73-2711,C,Naypyitaw,Normal,Food and beverages,84.83,1,4.2415,4.2415
Male,546-80-2899,A,Yangon,Member,Home and lifestyle,37.69,2,3.769,3.769
Male,457-13-1708,B,Mandalay,Member,Fashion accessories,65.23,10,32.615,32.615
Male,314-23-4520,C,Naypyitaw,Member,Health and beauty,81.23,7,284.305,28.430500000000002
Male,775-72-1988,B,Mandalay,Normal,Home and lifestyle,73.28,5,18.32,18.32
Male,250-17-5703,A,Yangon,Member,Food and beverages,18.85,10,9.425,9.425
Male,525-09-8450,B,Mandalay,Normal,Electronic accessories,72.13,10,36.065,36.065
Male,787-87-2010,A,Yangon,Member,Health and beauty,55.5,4,11.1,11.100000000000001
Male,388-76-2555,B,Mandalay,Normal,Sports and travel,13.69,6,4.107,4.107
Male,200-16-5952,C,Naypyitaw,Member,Food and beverages,65.65,2,6.565,6.565000000000001
Male,102-77-2261,C,Naypyitaw,Member,Health and beauty,65.31,7,228.585,22.858500000000003
Male,875-31-8302,B,Mandalay,Normal,Sports and travel,93.38,1,4.669,4.669
Male,102-06-2002,C,Naypyitaw,Member,Sports and travel,25.25,5,6.3125,6.3125
Male,457-94-0464,B,Mandalay,Member,Electronic accessories,87.87,9,395.415,39.541500000000006
Male,629-42-4133,C,Naypyitaw,Normal,Health and beauty,21.8,8,8.72,8.72
Male,404-91-5964,A,Yangon,Normal,Electronic accessories,74.58,7,26.103,26.102999999999998
Male,886-77-9084,C,Naypyitaw,Normal,Electronic accessories,71.89,8,28.756,28.756
Male,704-10-4056,C,Naypyitaw,Member,Health and beauty,60.47,3,9.0705,9.070500000000001
Male,497-37-6538,A,Yangon,Normal,Sports and travel,58.91,7,206.185,20.6185
Male,651-96-5970,A,Yangon,Normal,Fashion accessories,46.41,1,2.3205,2.3205
Male,400-80-4065,C,Naypyitaw,Member,Health and beauty,68.55,4,13.71,13.71
Male,263-12-5321,A,Yangon,Member,Electronic accessories,92.6,7,32.41,32.41
Male,605-83-1050,B,Mandalay,Normal,Fashion accessories,27.18,2,2.718,2.718
Male,359-94-5395,B,Mandalay,Normal,Health and beauty,92.78,1,4.639,4.639
Male,401-09-4232,C,Naypyitaw,Member,Home and lifestyle,86.69,5,216.725,21.6725
Male,751-15-6198,B,Mandalay,Normal,Sports and travel,23.01,6,6.903,6.9030000000000005
Male,474-33-8305,C,Naypyitaw,Member,Fashion accessories,67.39,7,235.865,23.5865
Male,565-91-4567,B,Mandalay,Normal,Health and beauty,10.75,8,4.3,4.3
Male,674-56-6360,A,Yangon,Normal,Electronic accessories,95.15,1,4.7575,4.7575
Male,832-51-6761,A,Yangon,Normal,Food and beverages,33.88,8,13.552,13.552000000000001
Male,869-11-3082,B,Mandalay,Member,Health and beauty,96.16,4,19.232,19.232
Male,190-59-3964,B,Mandalay,Member,Food and beverages,47.16,5,11.79,11.79
Male,366-43-6862,B,Mandalay,Normal,Electronic accessories,52.89,4,10.578,10.578000000000001
Male,784-21-9238,C,Naypyitaw,Member,Sports and travel,10.17,1,5.085,0.5085000000000001
Male,760-53-9233,A,Yangon,Member,Fashion accessories,41.28,3,6.192,6.192
Male,538-22-0304,C,Naypyitaw,Normal,Electronic accessories,64.95,10,32.475,32.475
Male,237-44-6163,A,Yangon,Normal,Electronic accessories,10.56,8,4.224,4.224
Male,636-17-0325,B,Mandalay,Normal,Health and beauty,62.57,4,12.514,12.514000000000001
Male,528-14-9470,A,Yangon,Member,Health and beauty,91.3,1,4.565,4.565
Male,807-34-3742,A,Yangon,Normal,Fashion accessories,52.38,1,2.619,2.619
Male,288-62-1085,A,Yangon,Member,Fashion accessories,38.54,5,9.635,9.635
